noiseA,noiseB,noiseC,noiseD,u1,u2,u3,u4,u5,u6,v1,v2,v3,v4,v5,v6,velA,velB,velC
0.6892367096720220,0.3980515793265910,0.619702000782835,0.5191970600373510,-1.1045518673639800,-0.03287817616024260,20.24179923947820,-8.704744037714960,7.924072688611340,5.507041932773540,-1.3346936629497700,-1.9155888108676600,5.002679741692500,-8.35782174276337,-0.8388203845756820,11.588951962742000,0.34879492933125600,1.1736627271325200,0.4650724202626940
0.7501839278038620,0.7839401466031600,0.6011323522777160,0.3256252825257410,-1.6125171766498900,-0.13688871309278400,17.954066946237200,-3.872330350259470,6.987294631600710,5.085299849764530,-1.7892173662056200,-1.620213861497160,2.3782290302943300,-8.654050904763610,-0.125855339755943,10.845439339440500,0.952462115034817,1.0843673973408700,0.8005175253182280
0.6776261076224230,0.6254691005316060,0.5115553138096280,0.5131563338413290,-2.215245997091160,-0.3851279187323460,21.139177794010700,-6.872542666544350,6.629051404611390,5.840866192741930,-1.0434260289288000,-1.8226852918169800,-0.5348068459819600,-7.823934915764770,-0.728574690345098,13.629543137538300,0.5532645329419780,1.1904215131601000,0.42330593660082500
0.7108544489400840,0.8133395829712140,0.5404091466176430,0.5598787746200300,-0.9274344805744120,-0.11914297383293300,21.57752401323340,-9.267355239242220,6.628256041592570,6.0479345637911300,-1.107308808883110,-2.0070038327680100,9.490156962023540,-6.524781952360350,-0.6367348008753770,8.152807065634180,0.9782537685456580,1.1152736521808600,0.7583983365869770
0.5415396050322430,0.8277117073368840,0.5613745884420070,0.42790019183428500,-1.8798998877272,0.31726085212701800,19.958539490887200,-6.027166506858450,6.940185561825950,6.972274515603150,-0.874689644666348,-1.7569514030746300,8.557545440967600,-8.759588075702750,-0.600837169746975,12.842199044070100,0.8570921891786740,1.1076168031146800,0.5239897327424090
0.40892547984757900,1.0591147771175500,0.6079450651700350,0.5261365377827920,-1.5467718893160600,0.05181067679791040,15.987741337360300,-7.815670892616340,6.916758228105510,7.521054509588320,-1.761599538254930,-1.6479043239047000,5.143140227232810,-7.107396335471850,-0.4320574791158710,12.720324750671500,0.6601481563421200,1.0594773946042100,0.8693287966441560
0.6606689002619600,0.9545505494904500,0.6851596517220370,0.23702308430226400,-2.3699080204385300,0.033504829421179000,16.180543516505300,-7.860073349919570,7.275044215747740,2.6402628929520800,-1.0766543893302500,-1.9239759683645300,6.710142537899940,-8.0833626736758,-0.9655800965647930,12.303174458661900,0.7054469040184810,1.1966851238182100,0.31911694812699800
0.6858667243790350,0.6211338073807530,0.6962710097993770,0.5046344504423630,-2.293056321489110,-0.03823578939862630,21.69749843333090,-7.803183360552860,7.650807315159100,7.083014304445350,-1.6831138807508600,-1.5373988215460600,6.1752323362114900,-5.629082772399850,-0.5634476634567180,12.586609165497200,0.8944125990217570,1.1272733821471800,0.871566652395567
0.7859929118241180,0.7698302319198750,0.6781070932142720,0.6154745850077940,-1.9108945369479700,0.4174244424279580,19.67014112092830,-10.217609405444400,7.669220639473670,5.4496635955650700,-1.7128566490556800,-1.4145121441485900,9.70323183062083,-8.012984749879630,-0.4670027123595470,12.43066233801850,0.978899130466421,1.1438298273571300,0.7195950358417730
0.7846020743483630,0.62271075070942,0.5605602280983230,0.41779436557083900,-1.5336203161079200,-0.5516018205840860,16.75413742507860,-7.18143915025524,6.167276698791040,5.747719706055400,-1.7340663826798600,-1.7527836764707400,3.960068656091950,-8.974205620815150,-0.6906395662577010,10.65767521801010,0.3539694134500620,1.095198311333510,0.5247540912069940
