noiseA,noiseB,noiseC,noiseD,u1,u2,u3,u4,u5,u6,v1,v2,v3,v4,v5,v6,velA,velB,velC
0.7027520687298950,1.092295138403680,0.6729573356504470,0.4071673028739630,-1.3021747149812600,-0.30412359128555600,14.595183623988500,-9.058541042624330,6.16542633412221,5.454628007164490,-1.2066093803804100,-1.8224941580609500,7.108970300303610,-6.716204500096520,-0.04968367872986400,11.048506384207200,0.32749112679991500,0.625826152020342,0.3854855335581320
0.7070917879058230,1.0100197892138100,0.49325412649655400,0.4594852893715190,-1.851871165912930,-0.1912122267335500,19.73618090516250,-8.412441974062730,6.382734314994790,4.09209332428952,-1.80569869358565,-1.5049189502434500,6.402990315788880,-7.493946615120870,0.12628310177196200,13.480491487519800,0.35273414970409800,0.3492567898409590,0.8452995206007030
0.6778692342729540,0.9796292061098920,0.6787501269728070,0.4256418704082780,-2.1100169862641800,-0.05364162457454110,18.36064132668730,-8.52520623796014,6.139729591650400,5.954636523529080,-1.8699252574640400,-1.3596078790932900,6.4529401387217400,-2.8845479274714000,-0.19785260582920800,13.951362221307000,0.743051514931715,0.5942232358136750,0.3938123230851300
0.7131263578981190,1.0272079299251900,0.47460023914967800,0.4364165681035460,-2.179560090776770,-0.5210454139481060,16.049598466898500,-9.228106359670670,6.260545425200050,5.643564685128990,-1.8913677600011100,-1.4374481637928800,1.4813073241122800,-4.757165764812670,0.047722139540201600,12.206403264138600,0.253368925711495,0.6724835948611230,0.7712886299602270
0.7735960662575060,1.056437773698460,0.6443285612366650,0.3052355596405290,-2.478378392067610,-1.0605298165477600,19.443018214585600,-10.018665597276800,6.992830992143460,4.924470247730810,-1.3184877775683400,-2.1229694502147900,1.9419921852672800,-3.2483120831048700,-0.22159152498725900,12.675897669942300,0.12450856555477700,0.8184519762484310,0.38596170054767800
0.7843570143790070,0.6361938763088810,0.663660095982072,0.3652069877299100,-0.6696456674685820,-1.2249963985753100,13.294980229919500,-9.887004986169550,6.323323249500470,2.2844849111962200,-1.869794906217050,-1.7951596471008400,2.583187787970440,-4.281999415207110,-0.26524625563425900,12.208899870024700,0.15938665788209800,1.1068150305091900,0.7734135082322440
0.7889146532733450,1.0157213415441100,0.6252004956209360,0.504011174111877,-2.3623164881342200,-1.2280239367676000,14.891933753374200,-8.959802706668940,6.815348195757470,2.6347035464614400,-1.3423941334493400,-1.4786028735889500,0.6210699697796210,-3.027095027288740,-0.07316680710932610,12.854304020793500,0.1752885654552090,1.1560703691629300,0.5917636195516940
0.6520544493561250,0.3830472880309570,0.6019437048997210,0.3414404500731840,-1.3768246071715100,-0.35379229949688200,14.843394648584100,-6.636783921074530,6.025421754851780,6.018826100645070,-1.5014337853836800,-1.79150170450194,3.2765373321279600,-4.644990924214730,-0.10463483759091900,12.446523222811600,0.24409756389589000,0.8862826797888520,0.49732195003076500
0.7431483486549830,0.9496830986241130,0.65198867416542,0.3894091531280950,-0.6132241812609310,-1.617697404408970,10.826449585592200,-9.529565958609550,6.024429352666440,3.9824304874374300,-1.942103294589690,-2.0183879033242200,9.199300035936910,-4.6711500018100300,-0.22983757943006800,11.555845576781600,0.0981249167806798,1.048968274465750,0.7373560309024340
0.7098924192668440,0.8637826158269420,0.6950087524169710,0.445364759806584,-1.330764296964640,-0.10273383830831800,17.360814086246300,-10.322634671768700,6.120409525093070,5.83146455978066,-1.0869897039089700,-1.585411640865320,7.281389729799030,-5.158427206548000,-0.16606339720179800,12.529990837833700,0.6631668131166670,0.6181147527965220,0.36025820023308300
