noiseA,noiseB,noiseC,noiseD,u1,u2,u3,u4,u5,u6,v1,v2,v3,v4,v5,v6,velA,velB,velC,distance
0.7195521930402189,0.8826090575719849,0.3449861555224787,0.7494177793164498,-1.8194020221236387,-2.8260458859527082,2.410207528699663,-5.722497279715588,6.868539591306197,2.9108580715466146,-1.4294771314400925,-0.7281729870450147,1.8334863923054108,-7.858044595848972,-0.011214950419932888,12.691548956060334,0.5483695345746264,0.9406772210067467,0.523017611456371,0.59
0.546558504842482,0.7282300457600862,0.5785248131951921,0.21846546989538201,-1.3081944077820775,-1.6349995133857436,5.026187895057155,-0.947144361332493,6.979489723331987,4.070471898351616,-1.5709215650210404,-1.550445961612372,-0.2600633427572885,-8.453968173392916,0.5031438401240176,8.464108299521289,0.5848645107531247,0.7730928888308096,0.3713770707777956,0.5700000000000001
0.6756382737023073,0.8121903778844902,0.3251026210854123,0.523416590786496,-1.2571816526719743,-1.2160612162455835,3.4844622259865923,-3.5274741953291446,7.235599743366132,6.176597394470214,-1.9788612114415276,-1.1135572764953605,4.345331654682858,-4.853641456113828,-0.4570382210140782,11.371114402336406,1.0276447716467494,0.7390808534799012,0.8336473227589662,0.58
0.7921119458509533,0.7322878468885976,0.48261679153066495,0.6690271279752481,-2.3200317850873544,-1.2644098864633255,3.0089855014672375,-11.01775151769909,7.295993150124313,5.565307579434482,-1.9058422344734256,-1.0506175406319824,0.4613739052155287,-5.6307625419454075,-0.5623391746508016,8.987964229668574,0.791697870925002,0.7581572828352208,0.5788418404693736,0.5900000000000001
0.7918063732693111,0.9117763350876761,0.4475100660947163,0.40351047063001516,-2.0019764679053917,-1.1933099866884522,3.341171425198833,-2.5494511650697502,6.152527349216233,4.754743898822888,-1.3601151948104597,-1.2942464087620038,2.9116996912799937,-8.23071887980943,0.031751385627120876,13.550607975398819,0.5245076388758552,1.001331931797651,1.0107805198609716,0.5499999999999999
0.7839500121517347,0.7308635124006115,0.5024530270861903,0.5091796329145779,-1.139826358014247,-1.7310720082710982,2.8717342482938895,-9.157743404598776,7.426404247410627,4.574327631561625,-1.6885141048572203,-0.822755453295422,5.153393747828012,-3.7929087221721898,-0.246691886117888,13.496910599640334,0.7783220819539913,0.9427795332555594,0.19551136879002856,0.45000000000000007
0.6766739298312286,0.75416174754923,0.4840961333823854,0.4009145455988169,-2.1998650410867384,-2.2258577302705675,4.792386680460485,-4.884906752126918,6.700826969269955,2.785323072525603,-1.2900932965017418,-1.0555097607875557,-1.5259193650071636,-3.9118727773953674,-1.1912219871871392,8.409756830049945,0.605454654708302,1.0691665328213524,0.6453442350300735,0.5900000000000001
0.753263017887766,0.7805499256050448,0.6807944684470019,0.398609126734781,-1.9275861100454434,-0.9751179055577062,6.305332370026138,-9.559131567235816,7.840476697609908,6.963847677002459,-1.5768290530692406,-1.2431651766047103,-0.5459104783260074,-7.58712229918353,-1.031973379076101,9.494013292346823,0.7078923269604455,1.1222973866299386,0.8741447069478654,0.5
0.4310392432496819,0.7130800388931965,0.5078831133459443,0.44334045748971135,-0.5979400105903225,-2.230559416897068,5.52388166164059,-3.8603041061540124,7.213352963168985,6.127854080332605,-1.5935234803395297,-1.247501552818573,-0.23072758222155132,-4.5432113962630964,-0.3738150728945727,13.675373897714863,0.9316547503797317,0.5288389692535949,0.8351323160394875,0.5900000000000001
0.6699534600037889,0.6942512000797516,0.5921895555114728,0.6450075506746286,-1.3931731691932332,-0.4027753560873685,2.6946020554902557,-3.0669260569256656,6.673227999029369,4.3022382875463885,-1.9637465780364676,-1.3845820889097469,4.822273978917459,-5.582505634032127,-0.7324824360918774,7.836641332954608,0.9878603869258573,0.9589914531405056,0.9049612547601285,0.5099999999999999
0.7365798220795248,0.7025737252503664,0.5230137636953021,0.3313857214474817,-2.107819596105292,-1.5402737201547367,2.5381326463443736,-8.66328086831571,7.106470522989965,5.412095886958183,-1.4934753932521974,-1.2683033935666101,2.043321455332478,-6.208600007116645,-0.5187374972489306,9.893486851754782,0.7940021878090108,0.5473047205918763,0.6814414848892689,0.5700000000000002
0.5601841391259479,0.791319275445698,0.5463791410506926,0.6400579274171135,-1.4797330612342876,-1.3364537149843883,2.951318150812251,-2.7812972602679262,7.117505650321494,4.9300028602938095,-1.7501611455673647,-1.4230436851467863,4.953453338787033,-6.825833317843564,-0.04154921717538709,9.623076183317764,0.5258482447498023,0.7967978955221943,0.2395714153250958,0.51
0.6195614316815239,0.6316732871817793,0.5776926063356956,0.7923200397298364,-0.5745541598626074,-1.0654695339646458,4.943787093187536,-4.742272367388759,6.711084971503858,3.557619672377101,-1.7311259463187678,-1.2653507384272593,3.685482161348732,-5.793635191381909,-0.7907722386437599,10.209066664036053,0.9546024929905439,0.8520610112436288,1.002153473310366,0.5499999999999999
0.7431029182669461,0.8805701726043264,0.2587680796896438,0.6534543781975234,-2.2345374186422795,-2.1609150180402605,3.572619702415298,-4.152188302342494,7.275771269353959,6.987545454051753,-1.5315381230767553,-0.6194975353529565,1.982059039141988,-2.4717826128516127,0.49857237692811407,9.582125898379884,1.1314364600103513,1.0163262943108902,0.6614435393234407,0.5800000000000001
0.46920807442940615,0.8335606789712038,0.6482047269947768,0.6081440203072029,-1.3919377885591195,-2.4245891805271036,3.9071898608517563,0.1301729477293824,6.541148798453581,7.1054720669722355,-1.5703452174488988,-0.5997729916563899,0.8997591511081686,-5.94075408191737,0.16967780857394166,12.541435036646938,1.1940667453835743,0.8376371092167527,0.4408923977528905,0.5800000000000001
0.5876103000787353,0.830009286593,0.6653360282486329,0.6038936593436053,-2.402267160578786,-2.345379661106813,5.148366647279019,-5.246457856854992,7.635439091254862,2.250891261644494,-0.9197476889866733,-1.1007842929400846,-1.6810784836375539,-8.754030254728242,-0.7151453061859947,12.707171685179627,0.6532670892064293,0.9475157722768213,0.7576678509536727,0.5900000000000001
0.6004446188418788,0.41704770321643486,0.5896188707169437,0.3110349414487782,-0.9803450255586491,-1.5920846173789727,5.249263237055788,-7.098693339619516,6.764300798116217,4.285573985078258,-1.847999551241981,-0.9300691056984309,5.64539226998373,-1.8475156503957373,-1.1627195941598192,13.909881047142257,0.8860303886596139,0.4946961077787319,0.25394954986191975,0.5399999999999999
0.6953421158149056,0.7675193926525404,0.5084258666082164,0.2416142702252199,-2.3570816032101813,-2.294418601926843,3.4232077270759933,-4.167084443454888,6.257689265191096,3.075029068249292,-1.4355671422931966,-0.5672710853504082,-0.6462586950595236,-1.4268707890590873,0.42064291413838206,9.85207070663338,0.6555636475420757,1.1963464809923439,0.5206361110141084,0.54
0.5878051603046108,0.4026648997056307,0.7227536545654266,0.24118723250808627,-0.20510709123292004,-2.2869501034763053,6.058110182317574,-11.716255978230155,7.858508604198302,3.159177958627723,-1.5382145509706882,-1.4197777364467226,3.187377858829799,-5.6509166140449585,-0.7329074049128557,8.504890354772696,1.1784323858750783,0.4641581416290227,0.45012953656259286,0.5900000000000001
0.49209912885499524,0.7175002619439043,0.41690140909198636,0.5749571060173766,-1.9041867159771138,-0.7749759025255898,7.023559235280511,-3.6438557832647827,7.084547709400968,5.096847406182169,-1.714032946547799,-1.4381805400058725,-0.3114530286805388,-7.751045303681294,-1.058346798431945,10.60515323907211,0.4779877497096094,1.0589518483508793,0.12534299889833522,0.5800000000000001
0.6897892349570561,0.6488668292433878,0.3223292042159948,0.48469040136277614,-1.9465447498109363,-0.8830113243805897,6.167318907757019,-3.932332122937013,6.537110581810973,4.893950917228468,-1.3671564502284597,-1.224179847744998,1.196331508723995,-5.154946812515977,-0.3572533462005947,12.811264264165189,0.8773532336971446,0.8072087572293275,0.8840770011302086,0.5100000000000001
0.43441703247880015,0.8577483033967674,0.5445731216795524,0.37261798194299356,-2.3623041416908683,-1.282076910015585,5.2531310324109315,-1.438751402473982,7.193488008022497,3.5551557760515387,-0.7841142955310504,-1.5024114241451996,-1.623362044345716,-7.37990387969866,0.35577357609567756,10.621484569128548,1.0483410273100653,0.9774611810086905,0.29600671435204395,0.5500000000000002
0.7664757847677971,0.3407490218903631,0.5765417197757526,0.667989372022471,-1.9480899425998888,-0.9063256099730568,2.9858949836135187,-8.292167279194805,6.665349140719737,6.746473882140228,-1.881973051786183,-1.1364707695078615,8.093033426390386,-5.593787802764902,0.0505554035339995,13.470748246073452,1.0324447726748038,0.4363545349652576,0.6254068712579443,0.53
0.6487001114818476,0.6685848394604608,0.383583739448226,0.3543183772367548,-1.1050483286446897,-2.1813213260510222,5.691170985249205,-7.158413490891744,7.0944936224154995,6.408240383512563,-1.4152747098457106,-0.7286455920850271,2.3019744355285816,-5.434417844872674,-0.9214668255063699,13.82433287522013,1.1226832192304173,0.8438033814152838,0.7070170184786914,0.5599999999999999
0.7669344791253156,0.5217882643390428,0.6878324502263323,0.7167117527941157,-1.4221858634034916,-0.9762139685563114,2.0026818311470223,-3.873133617928115,6.94224147105154,7.466960024632845,-1.947571884952759,-1.5650395576224718,9.111063353097217,-4.898694634671046,-0.28837485301263094,8.95364617599479,0.4505259741210036,0.6985218477955942,0.2231070277568155,0.52
