noiseA,noiseB,noiseC,noiseD,u2,u3,u4,u5,u6,v2,v3,v4,v5,v6,velA,velB,velC,distance
0.4541849967795296,0.5079295927515113,0.38924746665169774,0.6958417321549702,-0.06820915869801097,14.520805986259868,-3.3492543486580226,7.667518999831421,4.641560192252083,-1.4237662481081692,2.272397647124121,-4.056222744140964,-0.552434737750197,8.984777979143317,0.41825377572019284,0.7488183439680698,0.3210017211485489,0.6100000000000001
0.5884921502707373,0.39851774165075665,0.4967697982553303,0.48510132971916725,-0.38331633281986593,14.233480759008794,-0.253590045258023,7.050752691909848,5.5970929281658774,-1.3970550450164145,0.07680963931321683,-4.047957016806528,0.18147529843232904,10.081134719647821,0.27382717532710743,0.6712655341724709,0.2898489711920457,0.6200000000000001
0.3699816261181552,0.38122347671263035,0.4374733685839547,0.7467755192280533,-0.03363925133647172,17.76460660647381,-2.0105545447324285,6.729265106282638,4.928713573488578,-1.5795934651184886,3.2676312884089977,-4.0306489950145945,0.008600066043171095,8.84803799293299,0.2855431989322468,0.7153152712765198,0.40506484017677574,0.6000000000000001
0.4967176852954465,0.3238177230822992,0.4192048067273354,0.7325181001345085,-0.045707546238993965,16.26943698877735,-2.8000589757293253,7.25257283042823,4.7241381599716705,-1.48715502256429,3.5133340006852127,-4.379823865036261,-0.17045611062970584,9.454482327226753,0.25450006232426253,0.529081077019664,0.2891951694785456,0.6100000000000001
0.6648525478854437,0.7032071866464232,0.4833555616296671,0.7261398058145742,-0.047253353673177095,15.977317774466503,-2.8384693597708397,6.310599801790024,5.303662641401811,-1.265420524801429,3.6376934645925347,-3.775951363196443,-0.48954735535488925,8.946714952413016,0.45645019371799045,0.5244493848457885,0.22811408462332147,0.5800000000000001
0.40893472680814796,0.5171467761725943,0.37554770902822177,0.6324269751334187,-0.27448786419896004,17.827399348999645,-1.7129994662153292,7.061655110794518,6.364632313709956,-1.4831407637038214,0.19097620154675288,-4.290929820573719,-0.16293561200928933,8.621856770493007,0.356075858452465,0.555722814768639,0.394927823547012,0.61
0.5156021272129743,0.4887203702838893,0.2425058012865039,0.5743689213699003,-0.17328015497715096,16.705017547414897,-0.2668136803813623,6.647523742106438,5.610268827660996,-1.3594422089176255,-0.18464857809732171,-4.608201581608106,0.2454997805783713,9.946740146863064,0.5544613267643788,0.5399545660953189,0.6309750757655994,0.5800000000000002
0.5701930510689233,0.3318933094003524,0.49748632621585454,0.7268140716646777,-0.12152400608338698,15.536422407187995,-2.379207244417068,7.734406840925435,5.437118660384208,-1.3968976750837765,1.1679197030476245,-3.967767435069586,-0.11162993287046011,8.882257092121439,0.5775472858453472,0.48432115701869927,0.4999457051194761,0.6100000000000001
0.5432793744478318,0.3449880367579124,0.2960546908755805,0.7497496913254642,-0.011545906233697945,13.141234676448317,-1.6490186468392725,6.851086208234871,5.641630419431219,-1.356041415896766,2.860947759547536,-4.050387591919793,0.05407360265872485,9.16160645557413,0.6464023371824282,0.8238549749653417,0.6488217479997056,0.5900000000000001
0.3568920329785048,0.45545376737397103,0.395103294965694,0.30212981568247693,-0.13922785146867137,17.174119613882695,-1.3605884603412255,5.914488130913066,5.904627541599056,-1.5044397369985918,1.4551160588941077,-4.125354653407712,0.097891901273718,10.107186364616814,0.36718767923401435,0.5688569651661712,0.2335171729121348,0.5900000000000001
0.6499486856818621,0.6297616106812586,0.4043748337992579,0.4241935971920261,-0.14410328749377307,15.392618305487309,-1.6826154944322738,7.216395813189133,5.890797014937794,-1.3508119050256902,2.8714105092013744,-4.102679654555583,-0.2180210992261118,9.730588814640493,0.3844336414536963,0.4652552158351009,0.37214963199136153,0.6000000000000002
0.5819920410972177,0.4933587092125905,0.33681802070520495,0.7378033510868102,-0.03253249421917381,16.523506945698376,-3.415924414394831,6.612058996071959,5.327963643671049,-1.3064543451685109,2.4034056622981668,-3.6682535971975736,-0.17539739353479478,9.322661733004875,0.6444972933047177,0.4363104037903593,0.48102794680850763,0.6000000000000001
0.410462744470412,0.7029766745827808,0.45177278834127793,0.6182627911707865,-0.053497843798376576,13.791891042498372,-0.6288217267347415,7.288799289068788,5.7518862257785335,-1.5960945855627844,3.1933010625358182,-4.168413474731293,0.36628687912964575,9.304931201826761,0.28121085500273807,0.5940145165243127,0.33595683503199913,0.6100000000000002
0.716623517253899,0.5416652140287146,0.26703077415841986,0.5664474957300948,-0.0829895577331908,14.135158609960676,-1.8514762136736749,6.22275415576833,6.09583239599664,-1.2502795004490082,2.42372025291159,-4.302815675626009,-0.015393901214225653,9.321516938175417,0.43008435204204243,0.5172153267104698,0.46830856477357374,0.6100000000000002
0.47181556728390994,0.5089666268197651,0.415907534207116,0.7519030132024518,-0.014501245434457011,17.213732058435088,-1.468820574179099,6.373146675217401,4.320470761380089,-1.4749201798136302,3.556450699932453,-4.534823027795771,0.08818228043796084,9.426101582053837,0.38991631951785377,0.37495029302676824,0.2693783987981116,0.6100000000000001
0.4080395976793403,0.5182700030059559,0.3387770842139506,0.7925148094006915,-0.07083740112649681,15.82908438382837,-2.334489283109958,7.069330426236597,5.326569555894156,-1.4626880501449309,-0.04323812989901865,-4.2687004676359805,-0.16686330402183022,8.085797384317281,0.7219290956684874,0.5671871724544961,0.5451455069848355,0.5800000000000001
0.5721894492633138,0.6933745155448027,0.20140046465253267,0.7633123388032904,-0.07292612898358161,13.642221603210917,-1.3690398883290864,6.135846327960305,5.268850524108454,-1.338207111895989,1.7089869803890967,-4.425413746283711,-0.13295806681468417,9.010727328339883,0.6543300501869711,0.6580879759335172,0.9121887349068412,0.55
0.3637883570665383,0.7371133708814108,0.27054513493353194,0.5276267600099518,-0.029251377490433425,13.370622087492995,-3.3151636356915555,6.461633689505498,5.333126250690785,-1.5109318858989451,1.0168700974537523,-4.084117924552424,-0.40668351959974913,9.784262108792753,0.4229943583468203,0.8122620592865066,0.3359970559835933,0.6000000000000001
0.30427438984319277,0.36205106388268316,0.42977020702069757,0.5454258141309437,-0.1264774122025855,17.75030393755714,-2.1765232431045036,7.267098114099873,5.96008087565588,-1.6667546544297092,0.7855040653336958,-3.8428838900285744,0.17919113119969968,9.94539926407817,0.2205323759927937,0.5711617657083643,0.506470290743164,0.6200000000000001
0.7376171873421352,0.5478171447623295,0.26299934381986595,0.27799282939925046,-0.09940516629509706,12.022457111934811,-3.66757535244686,5.93691473194767,5.884836829882942,-1.179854852300842,3.199336660114668,-3.9631084920912936,-0.35405093894474443,10.275787504889506,0.669635057864338,0.6623342070483056,0.6449628656373171,0.62
0.6991294231773976,0.5452239119347523,0.2618517830278352,0.5511819444333607,-0.23009306159661425,14.004931731897532,-0.7658742622431844,7.015263928686496,5.494957620048141,-1.2416371261870627,-0.971896416021775,-4.617428495499887,0.0453935759527235,9.502209868412908,0.8611294049980138,0.693601492203635,0.29286103337891944,0.6100000000000001
0.3170265852286196,0.4588552165094552,0.3058280740749218,0.3541356496006529,-0.15352344369140372,12.572827536185859,-1.3952515658906446,7.070848461661162,5.127100014478277,-1.5931852203682566,0.635958346795657,-4.515903567502896,0.08362097447612374,10.610510123509558,0.2637108306554531,0.9213943252010725,0.42979313514765094,0.6000000000000001
0.6428159159123489,0.3679037657268618,0.33043209227202086,0.6636383170040473,-0.07193654899180449,13.607373675763107,-1.8654924671150606,7.109735580936626,6.013186119468876,-1.3175290611194992,2.2377638648085956,-4.3604451020585175,-0.053204780325494895,8.601436232825726,0.3870390136746789,0.6824403247701907,0.5109234006003099,0.6200000000000001
0.6927548068517937,0.7071197274097212,0.24819240727385403,0.6738306297445175,-0.19703258050538427,17.127471580476154,-2.0537602375118773,6.590390091155041,5.790572380080791,-1.24659275720515,2.0978590543886164,-4.325681322936009,-0.34979558821308376,9.261424852161127,0.44657338504447763,0.567438232010414,0.26368060998407855,0.6200000000000001
0.5834399953168452,0.46738394204352673,0.4785567652661472,0.7788059063815088,-0.04878814026982058,16.41642514322844,-3.839830877494335,6.3135116377835585,4.259117602306324,-1.298263518061456,2.6929413785765735,-3.5390580973598844,-0.6924859383548831,9.293729720174868,0.6762213053610309,0.4604961825059668,0.5232881708695237,0.56
0.3115981757838679,0.4534222070430333,0.4050556459609409,0.775339845418102,-0.1642081970183814,14.334650430845675,-1.0129896242690495,6.93770512326942,4.637339474945059,-1.5247159275907824,-0.6968993983119968,-3.916967209527645,0.2404454188645127,8.968179085405579,0.39126257935847264,0.7982727401512019,0.56913624198269,0.5900000000000001
