noiseA,noiseB,noiseC,noiseD,u2,u3,u4,u5,u6,v2,v3,v4,v5,v6,velA,velB,velC,distance
0.7887420537019365,0.420303538162666,0.5997814385893526,0.7542308992082773,0.005035176723189191,14.897321904822586,-2.408946822887068,7.731846796418712,4.636960766924911,-1.319389896102058,0.2117567501937312,-3.1468946823642,-0.4502495212053904,9.232411285797749,0.7720980260666314,0.5139725998165573,0.2543164451484091,0.4200000000000001
0.583560653723955,0.4251783600227027,0.49449517380259117,0.6085953936747526,0.20635634102920658,14.343908371762115,-2.8457612737258797,6.5607614221195405,5.209153667693748,-1.5697506548576265,0.8003284074440897,-3.44502868159498,-0.6289158685775582,9.863967116252464,0.34359658110424024,0.5306806880277626,0.3685593499953537,0.3600000000000002
0.6795962158326714,0.5626662164138566,0.3959285729049219,0.7667859252680278,0.1737040761692428,13.611704842082585,-2.6886183502675616,7.234525139321814,5.101997926144696,-1.3194103727672526,0.5638264683341843,-3.726606672571788,-0.5586494030744814,9.151304607443983,0.8572033776033771,0.6889638485851688,0.45107586303956415,0.4300000000000001
0.6324506025319122,0.532481668021537,0.45045781450062494,0.7398748160257719,0.12036405405289892,15.208682108015953,-2.2973593360499662,7.165977882178926,4.746225678139771,-1.380527482158065,0.37347286612335995,-3.754899665563032,-0.5415541810923762,9.273436799866936,0.8076624165719852,0.5734007546607406,0.592525241055156,0.39
0.4595860489428046,0.4466406766563362,0.4789228256512308,0.7857876624413808,0.23593918791501842,16.36167318514449,-1.821720029922466,6.618510335854055,4.342980338896429,-1.5556668311326802,2.033566685194249,-4.091276282941424,-0.3653885454386807,9.11029747256701,0.27640384813158936,0.7228534655263921,0.4973390700970436,0.44000000000000017
0.49763116797011453,0.3378769913554123,0.38507706583532675,0.6144413542261601,0.18947099632958464,16.293145991777703,-2.3789844388855284,7.1726729270845375,5.162459033589114,-1.628365031500415,1.0965300764349037,-4.197520800646774,-0.3238320234386001,9.841323469120272,0.2886703453858488,0.5420666406810117,0.7163150873200883,0.44999999999999996
0.6533154137605678,0.30978866426890667,0.5176606245006036,0.252641185758938,0.12404645485606877,14.548827654682684,-3.4078906175399792,6.7524974309564065,6.197908004406076,-1.4943679236638683,0.8199368013840856,-3.3187042670503684,-0.39659994408222793,10.876704616813134,0.37835931277685586,0.5285354563139953,0.8904327352815662,0.44000000000000006
0.3657407639565544,0.43756434111123566,0.5681817223940419,0.6085844855341018,0.1481046381090614,16.66582295796749,-1.5882499890483457,6.713726580724169,5.5456360675039855,-1.5657814929979068,1.5386335446431734,-4.10854123884174,-0.10308771277082988,9.785619570833749,0.4163889726254073,0.5756777372426989,0.5107089775723436,0.45
0.3109364516259786,0.6225460890709255,0.5093338474287734,0.5142230988252674,0.1168381476074703,17.176640775448714,-1.547419705344374,7.0745221987305795,5.473282455203185,-1.5252597843049776,1.5091460591733472,-3.9295209047889292,-0.2798862933589616,9.922232290178972,0.5965856695516275,0.5207315536681252,0.7219347199616672,0.45
0.6757426518794473,0.6036065185401893,0.6625596500449271,0.7387008303014952,0.086900440283622,13.214364335165609,-2.0468176733965047,5.943222171878986,4.965861661309238,-1.3854109381118105,0.2530476296219313,-3.062195984203685,-0.6639084293742002,9.095877151082806,0.5433655057078256,0.6815151534063273,0.20396772047871303,0.42000000000000015
0.680404991962775,0.6428063208179831,0.7178973048083215,0.5770434857845979,0.12416707055602194,13.89975419571822,-2.27034878780658,7.330066682759318,5.279429261096668,-1.3305560310510214,1.0457625587964792,-2.65353604142727,-0.1579122683604928,9.727826603413051,0.7833996333966069,0.6205264676116844,0.8887850400076137,0.3800000000000001
0.5879738479567689,0.5748996480787297,0.47875368259473833,0.5089995130047416,0.02620330023612659,16.76639597932652,-3.5586895749737613,6.700638243286284,5.61939053839278,-1.3502382938675566,-0.9587781509180754,-3.473078242876123,-0.29848225803356937,10.061407395472969,0.7956224337262969,0.4309533036617598,0.6392280110988651,0.43000000000000005
0.36166909023695337,0.41491997979709616,0.5708215145959993,0.7333813245599803,0.044157076739931994,12.027500844565639,-0.413896503636931,6.390106066493503,5.201610176075326,-1.5550377063017615,0.7261761422619606,-3.453039495686635,-0.15341342236168884,9.423815732624904,0.45934715998006487,0.9716502146467204,0.5049333991805985,0.3700000000000001
0.6394601155049755,0.533679510232463,0.6861762471894003,0.42467930322106817,0.18384774290103695,16.574071020052276,-1.8846952538734398,6.914270467640876,5.502244815266011,-1.5275183335401985,0.257749686023909,-3.092777079754535,-0.42542480982833114,10.182807325647058,0.4123518036646288,0.42822505536501443,0.49301770614585144,0.44000000000000006
