noiseA,u1,u2,v1,v2,velA,distance
0.34643863331602276,-0.11193348746820944,-0.5518798907548383,-1.6352925569825352,-1.644199364679082,0.864999670922649,0.7859999999999999
0.38907749110415407,-0.13497959309715996,-0.6609383886106628,-1.6185508839971823,-1.4841574822195103,1.157383643879386,0.8200000000000002
0.3664336685827283,-0.1798706950162437,-0.19174119233890363,-1.6081723051108603,-1.7465778436266435,0.9685357788044245,0.7999999999999999
0.3520345611680316,-0.1242059596279438,-0.2622032366976623,-1.637274906745405,-1.9049631732455496,0.7362785297735929,0.752
0.46874240656751626,-0.15814595784690638,-0.2448135898458068,-1.6067688215198737,-1.8255682791906533,0.8165178549665223,0.8400000000000001
0.45397998763717395,-0.25426060532512035,-0.1625982717147183,-1.6107836480919129,-1.7860064848946409,0.8112795701557931,0.81
0.5095383560608862,-0.17377989938434968,-0.9830716945908861,-1.5957724448909487,-1.4906637199722526,0.7801466373982312,0.8219999999999997
0.3313618916247506,-0.11304812074129801,-0.7341790055868077,-1.6416656162438847,-1.717093995566148,0.7599760691811347,0.7879999999999998
0.3867163583475585,-0.12962420522582296,-0.6755727781488572,-1.6226107774267893,-1.7734257435571845,0.6820153642075806,0.7459999999999999
0.4195322248264752,-0.1255400931017338,-0.6996698954642393,-1.6192624295292213,-1.4652982503247427,1.0927995182674648,0.8019999999999999
0.3349698210709989,-0.10681166599215332,-0.7569524114191545,-1.656839701014682,-1.9677183323734808,0.5820554742667092,0.8280000000000002
0.42141252554210995,-0.14102039375478598,-0.6879783338846103,-1.6328148463481718,-1.9536318877116763,0.5208414763261251,0.7939999999999997
0.3342856859091942,-0.08774288040284699,-0.6111659962477909,-1.6411693106799015,-1.5067915141469854,1.172504385825994,0.8079999999999999
0.4240266391750326,-0.15594561342634236,-0.7750257617218325,-1.5992328402978644,-1.671942352627421,0.7274944814088717,0.84
0.3975984248796424,-0.12179040567979323,-0.799348330093212,-1.6097450839858392,-1.4567488530479327,0.9605683493845965,0.8359999999999997
0.43535401033981935,-0.15632256575435413,-0.5054660727257972,-1.6209156422367577,-2.1077742797179537,0.5549115148463382,0.836
0.3967239758354819,-0.12976767709800124,-0.28510467592619754,-1.6337234055590173,-1.8429322323549895,0.7157068688917335,0.8260000000000001
0.41203741912844827,-0.1553774188949608,-0.9365007205147108,-1.633890688413744,-2.0768700081295077,0.4760278454516817,0.8340000000000001
0.4169676471706649,-0.14135367465138002,-0.5805183769707783,-1.6295525832857054,-1.7788841509213282,0.7217094291944657,0.72
0.3803683085784647,-0.1417897569321771,-0.31959954227449366,-1.6466283523402245,-2.173603088765439,0.540588513925899,0.8140000000000001
0.4255995830759405,-0.13604995708516074,-0.6835710995384027,-1.6100740487231893,-1.9507102959459492,0.5650769491127569,0.8140000000000001
0.29640962176472774,-0.11008963641301059,-0.7796124844469564,-1.6361712278014402,-1.7813464014934255,0.6958326678473317,0.8019999999999999
0.37580081380309927,-0.1561279772166236,-0.17881561070439222,-1.646445656801528,-1.872392607260639,0.7882285962302652,0.748
0.40837306513492927,-0.14886417036131958,-0.8464798642772535,-1.6125036145447047,-2.0204247000143494,0.5203447116532,0.8280000000000001
0.35605138473362935,-0.12075425601521594,-0.5815353751516635,-1.637274658462591,-1.9423398647358125,0.5969971718295961,0.826
0.40915229134321107,-0.11806755408462663,-0.5332289554074083,-1.6350510351524685,-1.7754374136562405,0.63849676468423,0.7759999999999999
0.47283466432172505,-0.1305351895993744,-0.5076632449403081,-1.625112040490939,-1.6792825170747818,0.7672486234115085,0.826
0.38375097220288606,-0.18154966858581723,-0.12180425849543587,-1.6199104788499952,-1.9355149349964162,0.7294043370361155,0.828
0.3828633575232305,-0.12775101075861672,-0.7371741407163943,-1.6205124814978389,-1.470729959954664,1.0942591008171432,0.822
0.4327705226671761,-0.15520138514739626,-0.30458989585392793,-1.6185052006914473,-1.746656654347569,0.860270366572762,0.8360000000000001
0.4112156775149878,-0.12246272989524752,-0.4600742882619494,-1.6238704601834146,-1.5237792896110514,1.1569791195522718,0.8019999999999999
0.337518387678634,-0.13265576844669075,-0.8801630822927052,-1.6388862381712836,-1.819351096814676,0.6207667712637597,0.7919999999999999
0.354311068998272,-0.10817752490349083,-0.8234649932916797,-1.6361994941128575,-1.5571058640449156,0.8288540297570299,0.7660000000000001
0.2762333803723141,-0.08109945633427937,-0.2730901543162596,-1.6332937168749995,-1.723937164076842,1.0062580189713675,0.8140000000000001
0.43207500947553884,-0.13825341207236466,-0.18871584528057192,-1.6328492898709563,-1.6663418378933514,0.9929229064233942,0.818
0.3688631748119864,-0.12396362748263957,-0.2555417995164282,-1.6105606996939117,-2.053636447258405,0.6781374564302435,0.81
0.3695830123886648,-0.12221944301485772,-0.5685556433829569,-1.6163492756717537,-1.8522927486780223,0.7233390470797201,0.8319999999999999
0.380695003262282,-0.1563236618688973,-0.13500964335498797,-1.6425921672997394,-1.8662201675925134,0.8317279484121253,0.7960000000000002
0.4898067321507331,-0.2077164242273083,-0.2283714735081423,-1.5864822075270935,-1.8377678556795334,0.695828714937209,0.806
0.38479018562676626,-0.11987504358104545,-0.6294085145899095,-1.6204427221201185,-1.602745289996233,0.9478840840276695,0.7959999999999999
0.42243395842001513,-0.12652840916453037,-0.8246472572851007,-1.6237393525412838,-1.6103258395860927,0.7780103225797957,0.75
0.39655172862305044,-0.13911218224721844,-0.11650143532967061,-1.6481218757972043,-1.6847391017529192,1.0784125601747594,0.776
0.3885490475439846,-0.09714376314776528,-0.4606290573309174,-1.6396265280210296,-1.7301961648956483,0.7749061199085109,0.838
0.3064231790101846,-0.09235581344576119,-0.6980988853819633,-1.6367204385209,-1.7514130303297437,0.7286271327820131,0.768
0.44845216858400994,-0.16204696772068922,-0.9749165525896393,-1.6059385066819045,-1.3994526971978987,0.9051059261778047,0.834
0.3819105622437385,-0.17949449982957205,-0.11323919695123753,-1.6499696692299723,-1.8591530410782469,0.8345931481093642,0.7540000000000001
0.4055786564727861,-0.14167680463315263,-0.4420866370289854,-1.638461559301534,-1.6343585303274435,0.9991148082708242,0.836
0.33239356476836324,-0.10485816368397137,-0.6014223488595165,-1.633089207361907,-1.6930262572625638,0.8826243711268256,0.8279999999999998
0.2911302215485096,-0.08752271395617875,-0.7149626031050562,-1.6277740909965965,-1.549176242446078,1.0318287389107759,0.7679999999999998
0.4437689509245659,-0.1347439823754691,-0.2554720618897701,-1.599936491840477,-1.7871285313164784,0.8137951772325376,0.758
0.4334171863825582,-0.23354240472801696,-0.23176465738509605,-1.5962934347953497,-1.8491481499060756,0.7483119106980137,0.824
0.43457613921046356,-0.2123446539373079,-0.6816832353350641,-1.6006247099468052,-2.085745503565122,0.46981684002398183,0.84
0.3820137291628805,-0.13005233041814396,-0.5382290924062026,-1.6149440176647236,-1.5446004618556504,1.0525685226244337,0.7579999999999999
0.4543077165381036,-0.15322500287331378,-0.11225083724250191,-1.623331634933084,-1.8314290309330257,0.8756940622659415,0.8300000000000001
0.36728893687556574,-0.14925389984639875,-0.10127804644276449,-1.613252324274326,-1.8250692514070717,0.9235357838457807,0.752
0.3304546538569624,-0.12426686956837545,-0.8977424872155682,-1.6221748850879338,-1.4456457480179334,1.0639799777975814,0.826
0.4053106485554786,-0.1514301047187372,-0.4528599657386835,-1.6182479550735855,-1.6608721006537635,0.8967105658203756,0.8059999999999999
0.4024104586036704,-0.1548128320392594,-0.9928825948163837,-1.636511558542259,-1.5979757054646826,0.7108690629841439,0.736
0.48929420435003534,-0.1847489154734279,-0.18207099827598772,-1.5982359505020594,-1.7954739382261236,0.7981979981254912,0.782
0.36150588405880063,-0.11663900728438832,-0.14455485789887984,-1.639009294929063,-1.7855281179163474,0.9293949111958273,0.7580000000000002
0.3928263612721726,-0.14620749120119508,-0.27416049047988655,-1.62484079703232,-1.907592298825457,0.7330014853060246,0.774
0.3167977049155173,-0.12998161999817215,-0.847054609192848,-1.629300510750645,-1.5123618599840947,0.9732485695076406,0.7800000000000001
0.3036519525587143,-0.07779136460354213,-0.5813943419738343,-1.6433937062620378,-1.6329104225052355,0.8932118690204579,0.8360000000000001
0.4451737450215976,-0.17132908115016798,-0.24263929471358092,-1.60191955222133,-1.8627097293326436,0.7626921513167401,0.77
0.43102686061294326,-0.15553001183870013,-0.06719328709463104,-1.6132943029536881,-1.7254486978336263,1.0278826599670234,0.754
0.3809012128436964,-0.1005477536104937,-0.33734786976270875,-1.626933952370803,-1.622069765443872,1.1072315592411612,0.752
0.3180813397186967,-0.10722146681767969,-0.35642991623795267,-1.632717134956827,-1.6603050512990565,1.0573668454583562,0.836
0.3694456091220339,-0.1486109197603643,-0.6934753301524739,-1.6239388272599897,-1.5970456771637953,0.8987200588919291,0.7999999999999999
0.34469561898024015,-0.13022282097093826,-0.7428649603678362,-1.6362291506211821,-1.949922859559624,0.5782601575252982,0.822
0.36172415908907113,-0.11481295006316929,-0.503140507044416,-1.6324763267248923,-1.789685407005834,0.7010158700926903,0.8039999999999999
0.4314628471968941,-0.12940701704579774,-0.8219770028676234,-1.6342987452507642,-1.5629663162267018,0.7628094635426063,0.8140000000000001
0.3998899868879445,-0.1601014854981063,-0.8311320759015073,-1.5947804214208523,-1.7061580572523054,0.725316229454507,0.836
0.39270903067305685,-0.1430749708979672,-0.6056260337395607,-1.61192733140427,-1.6982395679814237,0.8424784013665059,0.7739999999999999
0.37857976558715406,-0.13683339649366663,-0.8439989590548831,-1.621766174783092,-1.5428095740709131,0.910762690320864,0.8400000000000001
0.3528374498556269,-0.06372101762337234,-0.7356707004397487,-1.621033480376926,-1.5073963636402232,1.0509220228265428,0.794
0.4403384491640075,-0.14743291152653848,-0.9464867305541215,-1.587319284703428,-1.6952183585536766,0.606197079016392,0.8019999999999999
0.4131182871532939,-0.1382563206827621,-0.6502712917768507,-1.6121771484191059,-1.6327586863235313,0.8173956319096949,0.8340000000000001
0.34984611724220144,-0.14001710999845568,-0.8265341921997027,-1.6213401984015319,-1.64431205432866,0.7705069600525012,0.8380000000000001
0.4859186159106453,-0.1231323905396738,-0.2842819906955978,-1.6263881491138108,-1.7602959988625573,0.8061267302073497,0.8319999999999997
0.42201832276371903,-0.17089315294710408,-0.14719711843697253,-1.6316796058390224,-1.6460606850835275,1.0954374161265004,0.816
0.3424699968127098,-0.14027740417961165,-0.16562405961918317,-1.6223778458854212,-1.7781583430280732,0.8783030540124217,0.81
0.42720201838689564,-0.11015706092886857,-0.08779097781669984,-1.6428715985695657,-1.7312373637530107,1.1302307928347775,0.8320000000000001
0.27893860018363137,-0.09028601021156187,-0.7095309523279102,-1.6273340917694998,-1.551937281920126,1.07880195536444,0.7939999999999999
0.2965293514982164,-0.11939768737324905,-0.9309921304751975,-1.6422818622734008,-1.5864283030902113,0.8296167163833217,0.818
0.42103383975904546,-0.13049420612461385,-0.7614415245938212,-1.6243489546046233,-1.460159606679488,1.0105449657586143,0.814
0.3301380964017007,-0.12089031394543673,-0.3456738747043215,-1.6436783238352546,-1.7183241915570406,0.8886141251037102,0.78
0.31842237083857605,-0.11858102039193329,-0.635661087941159,-1.617251241315981,-1.6334135781654713,0.9256847474322201,0.7759999999999999
0.49768460816568133,-0.176262518275073,-0.14650648060269872,-1.5946694987411747,-1.794764823516138,0.8873810345525285,0.8140000000000001
0.40972985488372693,-0.17090917849802906,-0.3728083018421262,-1.628769117291886,-1.736387325037629,0.7925124955704069,0.8360000000000001
0.4001660207167917,-0.14617388825332356,-0.31625303824450957,-1.6212650926027488,-1.6238437936870946,1.0506398330034759,0.8079999999999999
0.403434127866932,-0.12918191559795805,-0.3220759579781985,-1.6159837040240554,-1.5790902206641078,1.1794037089828642,0.7840000000000001
0.25002449168293095,-0.07190575486628138,-0.45964329377132435,-1.647923602591454,-1.7593981642044907,0.8328321879804655,0.81
0.33327652143307895,-0.0800018516545597,-0.4789958015425084,-1.6533863535749398,-1.5621838588351729,1.182442494050983,0.828
0.35695037797623874,-0.1237515229396923,-0.9325262384114285,-1.6234553733911892,-1.4462928269962927,1.0275320286615082,0.8019999999999999
0.3016619943681944,-0.0897464667121312,-0.18776625461980123,-1.6359702226076662,-1.8557666368101113,0.7970769876677987,0.84
0.40157783444586875,-0.14670710792384906,-0.2502666305857379,-1.6489090113101192,-1.9434893276228662,0.7413743652287601,0.822
0.4205650722411168,-0.11933133270901916,-0.6823088566475961,-1.6307076687762048,-2.161852097451416,0.4797641960575261,0.8240000000000002
0.4260677191664135,-0.12293674924354658,-0.3991309924867454,-1.6174979278419492,-1.723057404683145,0.8616862273924687,0.7719999999999999
0.3922653845185995,-0.09954861029136838,-0.5205449814557459,-1.6305729696189228,-1.5914205619614634,0.9467740066938761,0.832
0.36632391365683437,-0.13027465563493895,-0.7311112107153965,-1.6258656142678711,-1.6087026655855134,0.9002956690424426,0.812
0.39924040234930325,-0.10741321261101736,-0.149406677591365,-1.6203697202179776,-1.7470856463404805,0.9317972638089123,0.8340000000000001
0.33798121676054943,-0.11640548283669439,-0.6794199054597618,-1.6307336616805712,-1.7434766423940167,0.7305522921070897,0.7679999999999999
0.3803974603960406,-0.13417640240141068,-0.9509748266340161,-1.6263320895589144,-1.4979841909520422,0.7854227254940501,0.8119999999999999
0.31543795251920076,-0.08447237121766311,-0.8441453139744469,-1.6316404079522768,-1.5986357113807739,0.8154170661099472,0.7799999999999999
0.2987890015795812,-0.09710723385655233,-0.7835712649696267,-1.6524533726625463,-1.6398541677114533,0.8544265661859871,0.808
0.3958761198721648,-0.1639358289194078,-0.5607424420311864,-1.6298813096606715,-1.7965858869236044,0.6298275520403412,0.838
0.3672529506046578,-0.12305669628382732,-0.37426661271832995,-1.6152985578791064,-1.8462849210500045,0.6973304128513174,0.8339999999999999
0.3106767481661516,-0.09889887234147131,-0.721592325211444,-1.6324808533463258,-1.8182763030839781,0.6439751741773236,0.814
0.47602635649217706,-0.15734122845834175,-0.5208192351765335,-1.6165692506142346,-1.688780673212975,0.749641324065858,0.808
0.38421404246859564,-0.1557464445574429,-0.47832404396084416,-1.622686411067571,-1.813685283255926,0.6798066990099184,0.8099999999999999
0.33185577485790635,-0.09110789531892406,-0.8163791720714186,-1.6495459191988653,-1.6370465625531103,0.73855828096754,0.838
0.32929912320682964,-0.11863798108449354,-0.4820227347472419,-1.639048088585476,-1.5749944080401808,1.0426813125702674,0.8119999999999999
0.4215013080905504,-0.15096082360947938,-0.14243967599839058,-1.5997414478049259,-1.822005325354632,0.7876376743726659,0.814
0.3274673586801062,-0.0898915832729918,-0.8633115147121863,-1.6536224310625174,-1.809125032916931,0.6478785933787322,0.8240000000000002
0.3108423079661824,-0.09594138039628293,-0.6887429480756548,-1.6290568846671367,-1.5266977747515813,1.1055532909383299,0.8019999999999999
0.3251971911492732,-0.08582741203055722,-0.11452805015863712,-1.628721689147514,-1.8547839074819354,0.9571770401634787,0.772
0.3988999744256803,-0.12388547417096368,-0.9971234211868939,-1.6191503978517379,-1.7988216303258908,0.5710701962237215,0.8300000000000001
0.43423038772043565,-0.15590299506817273,-0.12277798308194782,-1.616202124368276,-1.7708423154764334,0.8299164160459623,0.7679999999999999
0.4527889994656784,-0.1557678776310515,-0.3040912997184529,-1.5878888891680578,-1.8098235260585898,0.8180698363598198,0.8239999999999998
0.41874806028370565,-0.24069451772392741,-0.20918303194693016,-1.6124905855671265,-2.0682797609390517,0.6128186931966255,0.8240000000000002
0.37209415145858227,-0.08220722160033526,-0.1147240079858036,-1.6274174103923194,-1.7701636205177704,1.0295671647698343,0.784
0.40969365511817635,-0.12084431160009224,-0.41864760124590816,-1.627759044542143,-2.100828592399294,0.5926816240473244,0.8360000000000001
0.3861885641959594,-0.16751320085692914,-0.46481207697532817,-1.6132597680278404,-1.9518366257703401,0.606911517299359,0.7999999999999999
0.3465118255619021,-0.13093021039989422,-0.3295890646706745,-1.6263580241742033,-1.6721646920579492,0.9779772999916689,0.7639999999999999
0.3476727350349059,-0.1189011013610356,-0.14927626144370956,-1.646027174304866,-1.6953331040788915,1.120890966487137,0.72
0.3435260554673747,-0.12491822140484807,-0.16781871649571753,-1.6569887804729602,-1.9134954366094208,0.7514723717351666,0.78
